LineId,Host,DateTime,TimeZone,Connection,Type,Status,Port,Unknown,Content,EventId,EventTemplate,ParameterList
1466,138.197.14.162,[05/Feb/2020:19:23:52,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1467,138.197.14.162,[05/Feb/2020:19:23:53,+0100],POST,wp-login.php HTTP/1.1,200,1989,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1468,138.197.14.162,[05/Feb/2020:19:23:53,+0100],POST,xmlrpc.php HTTP/1.1,200,420,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1469,173.208.234.202,[05/Feb/2020:19:24:27,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1470,173.208.234.202,[05/Feb/2020:19:24:27,+0100],POST,wp-login.php HTTP/1.1,200,1997,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1471,188.163.104.152,[05/Feb/2020:19:25:54,+0100],POST,wp-login.php HTTP/1.1,200,1782,http://cityspin.net/wp-login.php,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",e646b8d3,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) <*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['5.0', '10.0', 'AppleWebKit/537.36', '/53.0.2785.143', '537.36']"
1472,188.163.104.152,[05/Feb/2020:19:25:55,+0100],POST,wp-login.php HTTP/1.1,200,1782,http://cityspin.net/wp-login.php,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",e646b8d3,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) <*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['5.0', '10.0', 'AppleWebKit/537.36', '/53.0.2785.143', '537.36']"
1473,101.132.46.232,[05/Feb/2020:19:27:13,+0100],POST,wp-login.php HTTP/1.1,200,1995,http://cityspin.net/wp-login.php,"Mozilla/5.0 (Windows NT 5.1; WOW64; x64) AppleWebKit/532.87.30 (KHTML, like Gecko) Chrome/56.4.9951.4223 Safari/534.58 OPR/44.5.0773.5045",b7b06ba1,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64; x64) AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> OPR<*>","['5.0', '5.1', '532', '87.30', '/56.4.9951.4223', '534.58', '/44.5.0773.5045']"
1474,188.163.104.65,[05/Feb/2020:19:28:11,+0100],POST,wp-login.php HTTP/1.1,200,1776,http://juang.id/wp-login.php,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",e646b8d3,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) <*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['5.0', '10.0', 'AppleWebKit/537.36', '/53.0.2785.143', '537.36']"
1475,188.163.104.65,[05/Feb/2020:19:28:12,+0100],POST,wp-login.php HTTP/1.1,200,1776,http://juang.id/wp-login.php,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",e646b8d3,"Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) <*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['5.0', '10.0', 'AppleWebKit/537.36', '/53.0.2785.143', '537.36']"
1476,157.245.47.49,[05/Feb/2020:19:29:22,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1477,157.245.47.49,[05/Feb/2020:19:29:27,+0100],POST,wp-login.php HTTP/1.1,200,1989,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1478,157.245.47.49,[05/Feb/2020:19:29:33,+0100],POST,xmlrpc.php HTTP/1.1,200,420,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1479,46.229.168.145,[05/Feb/2020:19:33:14,+0100],GET,robots.txt HTTP/1.1,200,295,-,Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html),23497c84,Mozilla/<*>.<*> (compatible; <*> <*>,"['5.0', 'SemrushBot/6~bl; +http://www.semrush.com/bot.html)']"
1480,46.229.168.143,[05/Feb/2020:19:33:15,+0100],GET,events/category/scholarly-talks/?eventDate=2018-12&eventDisplay=month&post_type=tribe_events HTTP/1.1,404,18055,-,Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html),23497c84,Mozilla/<*>.<*> (compatible; <*> <*>,"['5.0', 'SemrushBot/6~bl; +http://www.semrush.com/bot.html)']"
1481,103.133.215.130,[05/Feb/2020:19:33:31,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1482,103.133.215.130,[05/Feb/2020:19:33:31,+0100],POST,wp-login.php HTTP/1.1,200,1997,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1483,46.118.124.65,[05/Feb/2020:19:34:34,+0100],GET,project-overview/objectives/ HTTP/1.1,301,290,https://vseigry.fun/,Mozilla/1.22 (compatible; MSIE 2.0d; Windows NT),a4d28e2e,Mozilla/<*>.<*> (compatible; MSIE <*> Windows <*>,"['1.22', '2.0d;', 'NT)']"
1484,46.118.124.65,[05/Feb/2020:19:34:34,+0100],GET,project-overview/objectives/ HTTP/1.1,301,309,https://puzzleweb.ru/,Mozilla/2.0 (compatible; MSIE 3.02; Windows CE; 240x320),3a27c588,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows <*> <*>,"['2.0', '3.02', 'CE; 240x320)']"
1485,46.118.124.65,[05/Feb/2020:19:34:34,+0100],GET,project-overview/objectives/ HTTP/1.1,301,290,https://vseigry.fun/,Mozilla/1.22 (compatible; MSIE 2.0d; Windows NT),a4d28e2e,Mozilla/<*>.<*> (compatible; MSIE <*> Windows <*>,"['1.22', '2.0d;', 'NT)']"
1486,46.118.124.65,[05/Feb/2020:19:34:34,+0100],GET,project-overview/objectives/ HTTP/1.1,301,309,https://puzzleweb.ru/,Mozilla/2.0 (compatible; MSIE 3.02; Windows CE; 240x320),3a27c588,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows <*> <*>,"['2.0', '3.02', 'CE; 240x320)']"
1487,46.118.124.65,[05/Feb/2020:19:34:35,+0100],GET,project-overview/objectives/ HTTP/1.1,301,309,https://puzzleweb.ru/,Mozilla/2.0 (compatible; MSIE 3.02; Windows CE; 240x320),3a27c588,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows <*> <*>,"['2.0', '3.02', 'CE; 240x320)']"
1488,46.118.124.65,[05/Feb/2020:19:34:36,+0100],GET,project-overview/objectives/ HTTP/1.1,301,290,https://vseigry.fun/,Mozilla/1.22 (compatible; MSIE 2.0d; Windows NT),a4d28e2e,Mozilla/<*>.<*> (compatible; MSIE <*> Windows <*>,"['1.22', '2.0d;', 'NT)']"
1489,46.105.127.181,[05/Feb/2020:19:37:44,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1490,46.105.127.181,[05/Feb/2020:19:37:45,+0100],POST,wp-login.php HTTP/1.1,200,1997,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1491,103.227.142.253,[05/Feb/2020:19:38:37,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1492,103.227.142.253,[05/Feb/2020:19:38:37,+0100],POST,wp-login.php HTTP/1.1,200,1989,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1493,103.227.142.253,[05/Feb/2020:19:38:38,+0100],POST,xmlrpc.php HTTP/1.1,200,420,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1494,159.89.232.5,[05/Feb/2020:19:43:20,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1495,159.89.232.5,[05/Feb/2020:19:43:24,+0100],POST,wp-login.php HTTP/1.1,200,1989,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1496,159.89.232.5,[05/Feb/2020:19:43:35,+0100],POST,xmlrpc.php HTTP/1.1,200,420,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1497,91.77.30.85,[05/Feb/2020:19:47:20,+0100],GET,wp-login.php HTTP/1.1,200,2200,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,5b25848e,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> Gecko/<*> <*>,"['5.0', '6.0', 'rv:34.0)', '20100101 Firefox/34.0']"
1498,128.131.169.52,[05/Feb/2020:19:47:21,+0100],POST,wp-cron.php?doing_wp_cron=1580928441.1082530021667480468750 HTTP/1.1,200,166,-,WordPress/5.3.2; http://www.obaris.org,ee44e5e2,WordPress/<*>.<*>.<*>; <*>,"['5', '3.2', 'http://www.obaris.org']"
1499,91.77.30.85,[05/Feb/2020:19:47:21,+0100],POST,wp-login.php HTTP/1.1,200,2334,http://obaris.org/wp-login.php,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,5b25848e,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> Gecko/<*> <*>,"['5.0', '6.0', 'rv:34.0)', '20100101 Firefox/34.0']"
1500,46.229.168.131,[05/Feb/2020:19:48:40,+0100],GET,robots.txt HTTP/1.1,200,295,-,Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html),23497c84,Mozilla/<*>.<*> (compatible; <*> <*>,"['5.0', 'SemrushBot/6~bl; +http://www.semrush.com/bot.html)']"
1501,46.229.168.142,[05/Feb/2020:19:48:41,+0100],GET,event/senandung-klassischen-musik/?ical=1 HTTP/1.1,404,18055,-,Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html),23497c84,Mozilla/<*>.<*> (compatible; <*> <*>,"['5.0', 'SemrushBot/6~bl; +http://www.semrush.com/bot.html)']"
1502,174.138.61.221,[05/Feb/2020:19:49:04,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1503,174.138.61.221,[05/Feb/2020:19:49:09,+0100],POST,wp-login.php HTTP/1.1,200,1989,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1504,174.138.61.221,[05/Feb/2020:19:49:10,+0100],POST,xmlrpc.php HTTP/1.1,200,420,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1505,216.244.66.202,[05/Feb/2020:19:49:58,+0100],GET,events/category/past-event/2017-06/ HTTP/1.1,404,18036,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)",1619f2ce,"Mozilla/<*>.<*> (compatible; DotBot/<*>.<*>; http://www.opensiteexplorer.org/dotbot, help@moz.com)","['5.0', '1.1']"
1506,216.244.66.202,[05/Feb/2020:19:50:37,+0100],GET,events/category/past-event/2017-07/ HTTP/1.1,404,18036,-,"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)",1619f2ce,"Mozilla/<*>.<*> (compatible; DotBot/<*>.<*>; http://www.opensiteexplorer.org/dotbot, help@moz.com)","['5.0', '1.1']"
1507,103.133.215.130,[05/Feb/2020:19:52:04,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1508,103.133.215.130,[05/Feb/2020:19:52:04,+0100],POST,wp-login.php HTTP/1.1,200,1997,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1509,176.123.217.56,[05/Feb/2020:19:53:53,+0100],GET,wp-login.php HTTP/1.1,200,2200,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,5b25848e,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> Gecko/<*> <*>,"['5.0', '6.0', 'rv:34.0)', '20100101 Firefox/34.0']"
1510,176.123.217.56,[05/Feb/2020:19:53:54,+0100],POST,wp-login.php HTTP/1.1,200,2334,http://obaris.org/wp-login.php,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,5b25848e,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> Gecko/<*> <*>,"['5.0', '6.0', 'rv:34.0)', '20100101 Firefox/34.0']"
1511,36.91.91.53,[05/Feb/2020:19:54:19,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1512,36.91.91.53,[05/Feb/2020:19:54:19,+0100],POST,wp-login.php HTTP/1.1,200,1997,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1513,157.245.47.49,[05/Feb/2020:19:58:02,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1514,128.131.169.52,[05/Feb/2020:19:58:03,+0100],POST,wp-cron.php?doing_wp_cron=1580929082.9657499790191650390625 HTTP/1.1,200,166,-,WordPress/5.2.5; http://juang.id,ee44e5e2,WordPress/<*>.<*>.<*>; <*>,"['5', '2.5', 'http://juang.id']"
1515,157.245.47.49,[05/Feb/2020:19:58:22,+0100],POST,xmlrpc.php HTTP/1.1,200,420,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1516,46.101.43.129,[05/Feb/2020:20:03:33,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1517,46.101.43.129,[05/Feb/2020:20:03:37,+0100],POST,wp-login.php HTTP/1.1,200,1989,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1518,46.101.43.129,[05/Feb/2020:20:03:37,+0100],POST,xmlrpc.php HTTP/1.1,200,420,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1519,156.67.221.63,[05/Feb/2020:20:04:29,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1520,156.67.221.63,[05/Feb/2020:20:04:29,+0100],POST,wp-login.php HTTP/1.1,200,1997,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
1521,46.229.168.134,[05/Feb/2020:20:07:13,+0100],GET,robots.txt HTTP/1.1,200,295,-,Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html),23497c84,Mozilla/<*>.<*> (compatible; <*> <*>,"['5.0', 'SemrushBot/6~bl; +http://www.semrush.com/bot.html)']"
1522,128.131.169.52,[05/Feb/2020:20:07:13,+0100],POST,wp-cron.php?doing_wp_cron=1580929633.7137598991394042968750 HTTP/1.1,200,166,-,WordPress/5.2.5; http://juang.id,ee44e5e2,WordPress/<*>.<*>.<*>; <*>,"['5', '2.5', 'http://juang.id']"
1523,46.229.168.162,[05/Feb/2020:20:07:14,+0100],GET,events/category/culture?eventDate=2018-09&eventDisplay=month&post_type=tribe_events&tribe_events_cat=culture HTTP/1.1,404,18055,-,Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html),23497c84,Mozilla/<*>.<*> (compatible; <*> <*>,"['5.0', 'SemrushBot/6~bl; +http://www.semrush.com/bot.html)']"
1524,167.71.45.56,[05/Feb/2020:20:08:19,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1525,167.71.45.56,[05/Feb/2020:20:08:25,+0100],POST,wp-login.php HTTP/1.1,200,1989,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1526,167.71.45.56,[05/Feb/2020:20:08:30,+0100],POST,xmlrpc.php HTTP/1.1,200,420,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,8004b04d,Mozilla/<*>.<*> <*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,"['5.0', '(X11;', 'Ubuntu; Linux x86_64;', '62.0', '20100101', '62.0']"
1527,185.13.112.112,[05/Feb/2020:20:09:06,+0100],GET,wp-login.php HTTP/1.1,200,2200,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,5b25848e,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> Gecko/<*> <*>,"['5.0', '6.0', 'rv:34.0)', '20100101 Firefox/34.0']"
1528,128.131.169.52,[05/Feb/2020:20:09:07,+0100],POST,wp-cron.php?doing_wp_cron=1580929747.0790801048278808593750 HTTP/1.1,200,166,-,WordPress/5.3.2; http://www.obaris.org,ee44e5e2,WordPress/<*>.<*>.<*>; <*>,"['5', '3.2', 'http://www.obaris.org']"
1529,185.13.112.112,[05/Feb/2020:20:09:07,+0100],POST,wp-login.php HTTP/1.1,200,2334,http://obaris.org/wp-login.php,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,5b25848e,Mozilla/<*>.<*> (Windows NT <*>.<*>; <*> Gecko/<*> <*>,"['5.0', '6.0', 'rv:34.0)', '20100101 Firefox/34.0']"
1530,156.67.218.59,[05/Feb/2020:20:09:51,+0100],GET,wp-login.php HTTP/1.1,200,1615,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",dad68822,"Mozilla/<*>.<*> <*> <*> <*> <*> (KHTML, like Gecko) <*> Safari/<*>.<*>","['5.0', '(Windows', 'NT 6.1) AppleWebKit/537.36', 'Chrome/63.0.3239.84', '537.36']"
