EventId,EventTemplate,Occurrences
f5d39336,"Mozilla/<*>.<*> (X11; Ubuntu; Linux i686) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>",1
5fa1f1e8,Mozilla/<*>.<*> (compatible MSIE <*>.<*> Windows NT <*>.<*> Trident/<*>.<*> MRA <*>.<*> (build <*>) SLCC2 .NET CLR <*>.<*>.<*> .NET CLR <*>.<*>.<*> .NET CLR <*>.<*>.<*> Media Center PC <*>.<*> .NET4.0C BRI/<*>),1
25d5864e,Mozilla/<*>.<*> (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html),4
6a8b18ba,CCBot/<*>.<*> <*>,14
d2930312,"Mozilla/<*>.<*> (Linux; U; Android <*> en-US; Lenovo <*> <*> AppleWebKit/<*>.<*> (KHTML, like Gecko) Version/<*>.<*> UCBrowser<*> U3/<*>.<*>.<*> Mobile Safari/<*>.<*>",26
84f7ea0b,Mozilla/<*>.<*> (compatible MSIE <*>.<*> Windows NT <*>.<*> Trident/<*>.<*> SLCC2 .NET CLR <*>.<*>.<*> .NET CLR <*>.<*>.<*> .NET CLR <*>.<*>.<*> MALN InfoPath.<*> .NET4.0C),1
2ca746bf,Mechanize/<*>.<*>.<*> Ruby/<*>.<*>.3p551 (http://github.com/sparklemotion/mechanize/),29
5c29dcad,Opera/<*>.<*> (Windows NT <*>.<*> U MRA <*>.<*> (build <*>) ru) Presto/<*>.<*>.<*> Version/<*>.<*>,1
94b58b32,Mozilla/<*>.<*> (Windows U Windows NT <*>.<*> ru rv:<*>) Gecko/<*> MRA <*>.<*> (build <*>) Firefox/<*>.<*>.<*> sputnik <*>,1
83c76619,Mozilla/<*>.<*> (Windows; U; MSIE <*>.<*>; Windows NT <*>.<*>; <*>,12
e3859c90,"\""Mozilla/<*>.<*>",2
ffcf7fd0,"Mozilla/<*>.<*>(Linux;U;Android <*>.<*>.<*>;zh-CN;OPPO A33 Build/LMY47V) AppleWebKit/<*>.<*>(KHTML,like Gecko) Version/<*>.<*> Chrome<*> UCBrowser<*> Mobile Safari/<*>.<*>",42
d22d9bb7,"Mozilla/<*>.<*>(Linux;Android <*>.<*>.<*>;OPPO A33 Build/LMY47V;wv) AppleWebKit/<*>.<*>(KHTML,link Gecko) Version/<*>.<*> Chrome<*> Mobile Safari/<*>.<*> <*>",55
308d2aef,"Hello, <*>",9
ea8d5bc3,Opera/<*>.<*> (Windows NT <*>.<*>; <*> Presto/<*>.<*>.<*> Version/<*>.<*>,920
5e3e9d5f,"Mozilla/<*>.<*> (iPad; CPU OS <*>_<*>_<*> like Mac OS X) AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Version/<*>.<*> <*> Safari/<*>.<*>",5
a677326f,Mozilla/<*>.<*> (X11; U; Linux i686; pl-PL; rv:<*>) Gecko/<*> SUSE/<*>.<*>.<*>-<*>.<*> Firefox/<*>.<*>.<*>,236
75780dd5,Mozilla/<*>.<*> (Macintosh; U; Intel Mac OS X <*>.<*>; fr; rv:<*>) Gecko/<*> Firefox/<*>.<*>.<*>,2
54ff5829,"Mozilla/<*>.<*> (Linux; Android <*>.<*>; FRD-AL00 Build/HUAWEIFRD-AL00; wv) AppleWebKit/<*>.<*> (KHTML, like Gecko) Version/<*>.<*> Chrome<*> Mobile MQQBrowser/<*>.<*> TBS/<*> Safari/<*>.<*> MicroMessenger<*> NetType/WIFI Language/zh_CN",42
7f269c56,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Digital AlphaServer 1000A <*>/<*>; Windows NT; Powered By <*>-Bit Alpha Processor),9
8f75d5e1,Mozilla/<*>.<*> (Macintosh; Intel Mac OS <*> <*>,5
bc126963,Opera/<*>.<*> (Windows NT <*>.<*>; MRA <*>.<*> (build <*>)) Presto/<*>.<*>.<*> Version/<*>.<*>,41
22d90d13,"Mozilla/<*>.<*> (Windows NT <*>.<*>) <*> (KHTML, like Gecko) <*> <*> <*>",13
b0429251,Opera/<*>.<*> (Windows NT <*>.<*>; WOW64; MRA <*>.<*> (build <*>)) Presto/<*>.<*>.<*> Version/<*>.<*>,15
00f44b72,Opera/<*>.<*> (Windows NT <*>.<*>; Win64; x64; MRA <*>.<*> (build <*>)) Presto/<*>.<*>.<*> Version/<*>.<*>,2
2bee8f9d,Mozilla/<*>.<*> (Windows U Windows NT <*>.<*> ru rv:<*>) Gecko/<*> Firefox/<*>.<*>.<*> sputnik <*>,1
9459ae61,"rogerbot/<*>.<*> (http://moz.com/help/pro/what-is-rogerbot-, rogerbot-wherecat@moz.com)",7
09917693,"Mozilla/<*>.<*> <*> <*> <*> <*> <*> AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>",12
6f4d8031,Java/<*>.<*>.<*>_<*>,2
ccc0734f,request.js,1
e5ab4b1f,DF Bot <*>.<*>,10
f5c5e4ee,Mnogosearch-<*>.<*>.<*>,4
c6cd3a60,Mozilla/<*>.<*> <*> Intel Mac OS X <*> <*> Gecko/<*> <*>,160
fdff3c35,"fasthttp, Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>",1
5d612ed7,Mozilla/<*>.<*> <*> <*> <*> rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>,51
cd50a6dd,Qwantify/<*>.<*>,4
498d71e4,"['Mozilla/<*>.<*> (Windows NT <*>.<*>; WOW64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> GD']",1
c689a50c,"['Mozilla/<*>.<*> (Macintosh; Intel Mac OS X <*>_<*>_<*>) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*> GD']",1
901bbd32,Mozilla/<*>.<*> (compatible MSIE <*>.<*> Windows NT <*>.<*> WOW64 Trident/<*>.<*> SLCC2 .NET CLR <*>.<*>.<*> .NET CLR <*>.<*>.<*> .NET CLR <*>.<*>.<*> MAAU .NET4.0C AskTbPTV2<*>),1
f5c0174c,Java/<*>.<*>.<*>_<*> java-oembed/<*>.<*>.<*>,3
12d845d9,Opera/<*>.<*>,1
8e042760,"Mozilla/<*>.<*> (Macintosh; U; Intel Mac OS X <*>_<*>_<*>; <*> AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Version/<*>.<*>.<*> Safari/<*>.<*>.<*>",4
5eec8fb2,['Mozilla/<*>.<*> (Macintosh; Intel Mac OS X <*>.<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*> GD'],1
e8b854c7,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; Trident/<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; <*> <*> <*> <*> <*> <*> <*> <*>,4
f6ba3e86,"Mozilla/<*>.<*> (X11; Linux x86_<*>) AppleWebKit/<*>.<*> (KHTML, like Gecko; Google Web Preview) Chrome/<*>.<*>.<*> Safari/<*>.<*>",24
9ffbd83c,Digincore crawler bot. See https://www.digincore.com/crawler.html for rules and instructions.,1
7ea096f2,scrapy-redis (+https://github.com/rolando/scrapy-redis),2
b1b365d1,Mozilla/<*>.<*> (compatible; DomainAppender /<*>.<*>; +http://www.profound.net/domainappender),4
93a1da74,"Mozilla/<*>.<*> (iPhone; CPU iPhone OS <*>_<*> like Mac OS X) AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Version/<*>.<*> Mobile/11A465 Safari/<*>.<*> (compatible; bingbot/<*>.<*>; +http://www.bing.com/bingbot.htm)",21
847809e7,"Mozilla/<*>.<*> (iPhone; CPU iPhone OS <*>_<*> like Mac OS X) AppleWebKit/<*>.<*>.<*> (KHTML, like Gecko) Version/<*>.<*> Mobile/11A465 Safari/<*>.<*> BingPreview/<*>.0b",32
9ababf5f,"Mozilla/<*>.<*> (Linux; Android <*>.<*>.<*>; SAMSUNG SM-G920T Build/MMB29K) AppleWebKit/<*>.<*> (KHTML, like Gecko) SamsungBrowser/<*>.<*> Chrome<*> Mobile Safari/<*>.<*>",9
3bc21ec0,KickFire,1
6d4f3a93,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; Trident/<*>.<*>; <*> .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,3
56123846,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; Trident/<*>.<*>; <*> .NET CLR <*>.<*>.<*>; .NET CLR <*> <*> <*> <*> <*> <*> <*> <*> <*>,3
272c418f,libwww-perl/<*>.<*>,4
d41d8cd9,,2
1f55e44b,Mozilla/<*>.<*> (Windows; Windows NT <*>.<*>; en-US) Firefox/<*>.<*>.<*>,8
23e74eeb,"Mozilla/<*>.<*> (Macintosh; U; PPC Mac OS X; de-de) AppleWebKit/<*>.<*> (KHTML, like Gecko) Safari/<*>.<*>",3
0f05fb7a,Opera/<*>.<*> (Windows NT <*>.<*>; <*> <*> <*> <*>,13
e60ff2e5,Mozilla/<*>.<*> (X11; Ubuntu; Linux <*> rv:<*>.<*>) Gecko/<*> <*>,5957
9eb2f9e7,Mozilla/<*>.<*> (compatible) SemanticScholarBot (+https://www.semanticscholar.org/crawler),2
c72493a0,Mozilla/<*>.<*> (compatible MSIE <*>.<*> Windows NT <*>.<*> SV1 K-xxxs RadioClicker http://radioclicker.com .NET CLR <*>.<*>.<*> RADIOCLICKER LITE .NET CLR <*> .NET CLR <*>.<*>.<*>),1
8bc5cfa2,curl/<*>.<*>.<*> <*> libcurl/<*>.<*>.<*> <*> zlib/<*>.<*>.<*> libidn/<*>.<*> libssh2/<*>.<*>.<*>,2
f329de14,"CRAZYWEBCRAWLER <*>.<*>.<*>, http://www.crazywebcrawler.com",1
e7b7ef5d,WebGeno.me Research Project,1
090ee23a,censys.io internet census,2
3f1b2898,Mozilla/<*>.<*> (compatible MSIE <*>.<*> Windows NT <*>.<*> Trident/<*>.<*> WebMoney Advisor .NET CLR <*>.<*>.<*> .NET CLR <*>.<*>.<*> .NET CLR <*> .NET CLR <*>.<*>.<*> InfoPath.<*>),1
81452748,Ryderspider/<*>.<*> (Googlebot/<*>.<*>),1
cbdec2a5,User-Agent: Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; Trident/<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>; .NET CLR <*>.<*>.<*>),20
0a5b82a1,Apache-HttpClient/<*>.<*>.<*> (Java/<*>.<*>.<*>_<*>),1280
289f9c92,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; <*> <*> <*> <*> .NET CLR <*>.<*>.<*>; <*> <*> <*> <*> <*> <*> <*> .NET CLR <*>.<*>.<*>),2
e8939b08,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; Trident/<*>.<*>; <*> <*> <*> <*> <*> <*> <*> <*>,2
1d201f2a,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; WOW64; Trident/<*>.<*>; SLCC2; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; Media Center PC <*>.<*>; <*> <*> <*> <*> <*> <*> <*> <*>,2
ff597258,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; <*> <*> SLCC2; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; Media Center PC <*>.<*>; InfoPath.<*>; <*> <*> <*>,3
d9896e55,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>; .NET CLR <*>.<*>.<*>; .NET CLR <*> .NET CLR <*>.<*>.<*>),3
e7d6effa,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; Trident/<*>.<*>; <*> <*> .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; <*> <*> <*> <*>,2
2b6a9c45,Mozilla/<*>.<*> (compatible; MSIE <*>.<*>; Windows NT <*>.<*>; Trident/<*>.<*>; Tablet PC <*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>.<*>.<*>; .NET CLR <*>; .NET CLR <*>; .NET CLR <*>.<*>.<*>; InfoPath.<*>; .NET CLR <*>; .NET CLR <*>.<*>.<*>),1
